,Name,ex_scroll,total_app,offset,min
10964,DIGITAL LOVE,0,1,0,1
10965,ASCEND ADD-ON,0,1,0,1
10966,DOUBLE BLACK,0,1,0,1
10967,BANANAS ARE GOOD,0,1,0,1
10968,ASCEND ADD-ON VAR,0,1,0,1
10969,BO’S ROKCS,0,1,0,1
10970,BAGUETTE,0,4,1,4
10971,I'D RATHER BE FISHIN',0,1,0,1
10972,BRUSH YOUR TEETH,0,1,0,1
10973,TROLLFACE - V3,0,1,0,1
10974,HERMETIC WISDOM,0,1,0,1
10975,ENJOY THE PINCH,0,1,0,1
10976,27.11.17,0,1,0,1
10977,FREAKIT,0,1,0,1
10978,DAY CLIMBING,0,1,0,1
10979,FLAPPING OF WINGS,0,1,0,1
10980,CIRCLE,1,12,0,9
10981,STATIC 101,0,1,0,1
10982,STATIC 102,0,1,0,1
10983,PROBLEM#131,0,1,0,1
10984,PROBLEM#132,0,1,0,1
10985,MMMHM,0,1,0,1
10986,PROBLEM#133,0,1,0,1
10987,PROBLEM#134,0,1,0,1
10988,PROBLEM#135,0,1,0,1
10989,PROBLEM#136,0,1,0,1
10990,PROBLEM#137,0,1,0,1
10991,PROBLEM#138,0,1,0,1
10992,PROBLEM#139,0,1,0,1
10993,PROBLEM#140,0,1,0,1
10994,PROBLEM#141,0,1,0,1
10995,PROBLEM#142,0,1,0,1
10996,PROBLEM#143,0,1,0,1
10997,PROBLEM#144,0,1,0,1
10998,PROBLEM#145,0,1,0,1
10999,ML D@R,0,1,0,1
11000,HAZE,1,10,2,9
11001,SKYYYAH,0,1,0,1
11002,CORNUCOPIA'S BOUNTY,0,1,0,1
11003,CRIMP HARD,0,1,0,1
11004,JULEGAVE FRA ESPEN,0,1,0,1
11005,JENNY THE POWER,0,1,0,1
11006,MARNET'Z,0,1,0,1
11007,OPPS PINCH,0,1,0,1
11008,I SWEAR IT WAS A DINO!,0,1,0,1
11009,POWER > PUMP,0,1,0,1
11010,JACKALVIRGO,0,1,0,1
11011,TALL GUYS > POWER,0,1,0,1
11012,SWEET SIX,0,1,0,1
11013,EAU DEAR DE ISAAC,0,1,0,1
11014,MAXIMUM BORKDRIVE,0,1,0,1
11015,EAU DEAR DE ALISTAIR,0,1,0,1
11016,JURASIC WOW,0,1,0,1
11017,3/3 DAILY BORKS,0,1,0,1
11018,DOGE'S BREKFUST,0,1,0,1
11019,TUBE CITY,0,1,0,1
11020,LIMIT 1,0,1,0,1
11021,LIMIT 2 LH FAV.,0,1,0,1
11022,LIMIT 3,0,1,0,1
11023,THE BOY WHO CRIED WOLF,0,1,0,1
11024,LIMIT 4,0,1,0,1
11025,RISK IT FOR THE BISCUIT,0,1,0,1
11026,CRACK DOG,0,1,0,1
11027,HIGH TOP,0,1,0,1
11028,SANMICH,0,1,0,1
11029,SLAMA' MY JAMA’,0,1,0,1
11030,JAH CHATTY,0,1,0,1
11031,MUSSED UP,0,1,0,1
11032,TABLE TURNER,0,1,0,1
11033,THROW THE HAMMER BRAH,0,1,0,1
11034,DEGENERATE,0,1,0,1
11035,LA EXTREM PAIN TRAIN,0,1,0,1
11036,"YO JEREMY, CHECK IT!",0,1,0,1
11037,THE GAUNTLET,0,1,0,1
11038,MASTER'S CHALLENGE 2017,0,1,0,1
11039,CHILL1,0,1,0,1
11040,SELECT MAMA,0,1,0,1
11041,DITTO,0,1,0,1
11042,PROBLEM#146,0,1,0,1
11043,PROBLEM#147,0,1,0,1
11044,PROBLEM#148,0,1,0,1
11045,PROBLEM#149,0,1,0,1
11046,PROBLEM#150,0,1,0,1
11047,PROBLEM OF THE APES,0,1,0,1
11048,CHUFFER,0,5,4,5
11049,AAA ATTENTION,0,1,0,1
11050,CRZY,0,1,0,1
11051,STAY,6,38,0,9
11052,GOOD TO ME TALL,0,1,0,1
11053,WARRIOR'S SCAR,0,1,0,1
11054,PUMA OR TUNA?,0,1,0,1
11055,MOON FAIRY,0,1,0,1
11056,Y ASIN WHY,0,1,0,1
11057,DIAGONAL LINE,0,1,0,1
11058,STRATO7,0,1,0,1
11059,DR. GELLER,0,1,0,1
11060,EASYUP,0,1,0,1
11061,PILA DE VELL,0,1,0,1
11062,TWEETY,0,2,1,2
11063,TONY STARK,0,1,0,1
11064,BRD RPTS1,0,1,0,1
11065,BRD RPTS,0,6,1,6
11066,BRD RPTS3,0,1,0,1
11067,BRD RPTS4,0,1,0,1
11068,BRD RPTS5,0,1,0,1
11069,BRD RPTS6,0,1,0,1
11070,WARMUPP1,0,1,0,1
11071,DOUBLE BLACK VARIATION,0,1,0,1
11072,SWOOPITY SWOO,0,1,0,1
11073,TOO OLD FOR BEER,0,1,0,1
11074,NOVEMBER WITH 0° CELSIUS,0,1,0,1
11075,NOT EVEN DYNAMIC,0,1,0,1
11076,CHEYENNE'S DEATH WISH,0,1,0,1
11077,ARCTIC RAIN,0,1,0,1
11078,V PER VENDEMMIA,0,1,0,1
11079,TREEEEE #& #& #&,0,1,0,1
11080,SAY WHAT?,0,1,0,1
11081,KERFUFFLE,0,1,0,1
11082,ZORK,0,1,0,1
11083,LUCASBEN,0,1,0,1
11084,TESTA,2,11,2,9
11085,EPIC1,0,1,0,1
11086,SHYTSKY PITSKY,0,1,0,1
11087,SIDE GOOSE,0,1,0,1
11088,SHELLY MCSHELLSALOT,0,1,0,1
11089,BABY BANGKOK,0,1,0,1
11090,YOU GO GIRL!,0,1,0,1
11091,ALGORITHMS,0,1,0,1
11092,WARMUP 7Y4,0,1,0,1
11093,REACH MONSTER,0,1,0,1
11094,SAMY G,0,1,0,1
11095,BIG BOY PANTS,0,1,0,1
11096,IT’S A START -V4,0,1,0,1
11097,OOPS,5,21,0,9
11098,SIN REGLETA NO HAY PARAIS,0,1,0,1
11099,HUSH,0,1,0,1
11100,NIHIL.CLIMBING,0,1,0,1
11101,WHAT'S ROCK CLIMBING?,0,1,0,1
11102,LM,25,127,0,9
11103,NOTHING BUT SUNSHINE,0,1,0,1
11104,OBWODGODZILLA,0,1,0,1
11105,SPEZIAL,0,1,0,1
11106,FOOT LOOSE,0,3,1,3
11107,NO1,0,9,2,9
11108,ONLY JUGS,0,1,0,1
11109,STEADY,0,9,3,9
11110,JAM FUNK,0,1,0,1
11111,MUSTER,0,1,0,1
11112,STRAIGHTER THAN YOU,0,1,0,1
11113,HUMMUS AND BREAD,0,1,0,1
11114,SICK AND DETROIT,0,1,0,1
11115,METRONOME,0,1,0,1
11116,ROGER BROWN,0,1,0,1
11117,ROCCOBOSTIK,0,1,0,1
11118,SUPERPIVI,0,1,0,1
11119,THUGGY SNAKE,0,1,0,1
11120,SHOULDER MONKEY,0,1,0,1
11121,FUNKLETOES,0,1,0,1
11122,LINKUPS,0,1,0,1
11123,HARRY 1,0,1,0,1
11124,IT'S ALRIGHT,0,1,0,1
11125,REALLY A V3/4,0,1,0,1
11126,SOPHIES PROBLEM,0,1,0,1
11127,MAGGEY,0,1,0,1
11128,MAGGEY2,0,1,0,1
11129,MAE WARM UP 23,0,1,0,1
11130,LEEEEEEEEEEN,0,1,0,1
11131,MAE WARM UP FINAL,0,1,0,1
11132,MATTHEWS CLIMB :),0,1,0,1
11133,WHERE? UP!,0,1,0,1
11134,DAIRY-FREE VAR,0,1,0,1
11135,SAY WHAT!?,0,1,0,1
11136,NORTH SOUTH DAKOTA,0,1,0,1
11137,RUBBERNECK,0,1,0,1
11138,CRUMPLESTILTSKIN,0,1,0,1
11139,SLOPPYTAS,0,1,0,1
11140,SLIPPERY STACKS,0,1,0,1
11141,ATTIC V-1,0,1,0,1
11142,ERECTIFY,0,1,0,1
11143,RAW FINGERS,0,1,0,1
11144,THE ARETE IS OFF,0,1,0,1
11145,FIERY DANCE,0,1,0,1
11146,HANDHOPS,0,1,0,1
11147,SHORYUKEN,0,1,0,1
11148,ATTIC V-2,0,1,0,1
11149,BASTLWASTL,0,1,0,1
11150,ATTIC V-3,0,1,0,1
11151,KYLO REN,0,1,0,1
11152,CALIFORNIA DREAMING,0,1,0,1
11153,EGG VAR1,0,1,0,1
11154,EGG PINCH VAR1,0,1,0,1
11155,SUNNY SIDE UP EGG VAR1,0,1,0,1
11156,DAC1,0,1,0,1
11157,DAC2,0,1,0,1
11158,DAC3,0,1,0,1
11159,DAC4,0,1,0,1
11160,FAMILY TRADITION,0,1,0,1
11161,RATAMAHATTA,0,1,0,1
11162,THE PINCH PROBLEM,0,1,0,1
11163,JUMP’ER BUD,0,1,0,1
11164,SOMETIMES LIFE IS GOOD,0,1,0,1
11165,SR1,0,2,1,2
11166,SCHANTIO,0,1,0,1
11167,TIME LAPSE,0,1,0,1
11168,DO WHAT FEELS GOOD,0,1,0,1
11169,MAUS,0,4,1,4
11170,TEST124,0,1,0,1
11171,MOSS MAN,0,1,0,1
11172,LEFT SIDE LADDER,0,1,0,1
11173,EZEE,0,6,1,6
11174,RIGHT SIDE LADDER,0,1,0,1
11175,WATERMELON CANDY,0,1,0,1
11176,PIETY,0,1,0,1
11177,MALEDICTION,0,1,0,1
11178,DAN'S PROBLEM,0,2,1,2
11179,PERMISSION TO BRUSH,0,1,0,1
11180,HANG ON,0,1,0,1
11181,BEA IS COOL,0,1,0,1
11182,STRAP SNAP,0,1,0,1
11183,BARN DOOR,0,1,0,1
11184,POMPEII,0,1,0,1
11185,FEA IS FEA,0,1,0,1
11186,SHAKA,0,3,1,3
11187,NOT SURE HOW THIS WORKZ,0,1,0,1
11188,SOPHY SOAPY,0,1,0,1
11189,RIVER IN THE OCEAN,0,1,0,1
11190,ROCKET BOYS,0,1,0,1
11191,LET’S GET STARTED,0,1,0,1
11192,"ALL POWER, ALL HOUR",0,1,0,1
11193,MR ONTARIO,0,1,0,1
11194,PROLOGUE KING,0,1,0,1
11195,PROLOGUE KING 2,0,1,0,1
11196,LIV,11,68,0,9
11197,MOULINETTE = @,0,1,0,1
11198,ALBERTO GAY,0,1,0,1
11199,LUNGO,0,1,0,1
11200,GAY ALBERTO,0,1,0,1
11201,ALGAYBERTO,0,1,0,1
11202,JAYS DYNAMIC,0,1,0,1
11203,WRAM,0,1,0,1
11204,REACHY BOULDER,0,1,0,1
11205,THE OG PROG,0,1,0,1
11206,NOT YOUR GRANDMAS WARM UP,0,1,0,1
11207,DAVE'S CHALLENGE 1,0,1,0,1
11208,DAVE'S CHALLENGE 2,0,1,0,1
11209,V-DREWABLE,0,1,0,1
11210,NICKJSJSND DO,0,1,0,1
11211,V-DREWABLEII,0,1,0,1
11212,TRASH PANDA,0,1,0,1
11213,PIPELINE CRIMPULATOR,0,1,0,1
11214,SUBJECTIVELY SUBJECTIVE 8,0,1,0,1
11215,DISCLOSED DESIRE,0,5,1,5
11216,HOSIAH,0,1,0,1
11217,DURTLETICK,0,1,0,1
11218,FOOKNOOG,0,1,0,1
11219,MEASTBODE,0,1,0,1
11220,SIRENS,0,1,0,1
11221,MUCKUL,0,1,0,1
11222,FREE HUGS,0,1,0,1
11223,IN PAIRS,0,1,0,1
11224,SCRATCH AND SNIFF,0,1,0,1
11225,SANDBAGGED,0,1,0,1
11226,CHRIS CROSSED,0,1,0,1
11227,THE BIG DIPPER,0,1,0,1
11228,RSTAR1,0,1,0,1
11229,RSTAR2,0,1,0,1
11230,AGG.5,0,1,0,1
11231,AGG.67,0,1,0,1
11232,PERVAYA,0,1,0,1
11233,VTORAYA,0,1,0,1
11234,ATTACK HELIKOPTER!,0,1,0,1
11235,SKIN PELLE,0,1,0,1
11236,INSPIRATION,0,1,0,1
11237,CASTLE OF SAND,0,1,0,1
11238,3 HOLD CLUSTER,0,1,0,1
11239,TWIX,0,1,0,1
11240,BIG MOVES- SMALL HOLDS,0,1,0,1
11241,LGG,0,1,0,1
11242,CA LA MERDA,0,1,0,1
11243,SHIFTY,0,1,0,1
11244,SHORTLIST V3,0,1,0,1
11245,TERRANS,0,1,0,1
11246,REMEMBER THE NAME,0,1,0,1
11247,CLIMB LIKE GASTON,0,1,0,1
11248,PROBLEM ONE,0,1,0,1
11249,"ZIG ZAG WIG WAG, V4",0,1,0,1
11250,BANANEN FREDDE,0,1,0,1
11251,LINEY,0,1,0,1
11252,FLEXIN' TEXAN,0,1,0,1
11253,WITNESS THE CITRUS,0,1,0,1
11254,FUN1,0,3,1,3
11255,VOLCARONA,0,1,0,1
11256,NEE DROOP,0,1,0,1
11257,NOT TODAY GRAVITY,0,1,0,1
11258,OFF THE GRID,0,1,0,1
11259,DIAPER SNIPER,0,1,0,1
11260,WILL IT GO?,0,1,0,1
11261,TESTER FESTER,0,1,0,1
11262,FRAT BOY,0,1,0,1
11263,FOOTPRINT,0,1,0,1
11264,EASY CLIMB,0,5,1,5
11265,BOOGIE NIGHTS,0,1,0,1
11266,ROCKGOD,0,1,0,1
11267,EAT YOUR YELLOWS,0,1,0,1
11268,SAVE PROB,0,1,0,1
11269,DOT?!?,0,1,0,1
11270,IT'S SYRUP,0,1,0,1
11271,YA THAT ONE,0,1,0,1
11272,YOU CLOUD,0,1,0,1
11273,HOLE PUNCHER,0,1,0,1
11274,IGNORANT STYLE,0,1,0,1
11275,BIDITOSFINITO,0,1,0,1
11276,PULIPU,0,1,0,1
11277,PEIS,0,1,0,1
11278,OVN,0,1,0,1
11279,GLEN SUX DIX,0,1,0,1
11280,HAHA,1,14,0,9
11281,HAHAAA,0,1,0,1
11282,SANN?,0,1,0,1
11283,EDITHS BOULDER,0,1,0,1
11284,ON THE EAST VALLEY BOMBER,0,1,0,1
11285,ANOTHA ONE,0,1,0,1
11286,COUSIN EARL,0,1,0,1
11287,HULK,0,1,0,1
11288,THE INTRO,0,1,0,1
11289,KUNT,0,1,0,1
11290,BUMPY ROAD,0,1,0,1
11291,ULTRA BUMP,0,1,0,1
11292,HANGER SELVES,0,1,0,1
11293,RANDY'S SPECIAL SAUCE,0,1,0,1
11294,EASYPEASYLEMONSQUEEZY,0,1,0,1
11295,STICK IT IN ME,0,1,0,1
11296,COMPRESSION SESSION,0,1,0,1
11297,ROAD TO SALVATION,0,1,0,1
11298,MELLO YELLOW,0,1,0,1
11299,POP TOPS,0,1,0,1
11300,PIMPIN,0,5,2,5
11301,MONGOLFIER,0,1,0,1
11302,BESSY,0,1,0,1
11303,KANGAROO,0,6,1,6
11304,FIVE FINGER EXCERCISE,0,1,0,1
11305,CLUNK,0,1,0,1
11306,OUCH_EASY 9_D,0,1,0,1
11307,COLD DINNER,0,1,0,1
11308,BEAUTY AND THE BEAST 9 D,0,1,0,1
11309,MOONBIRD,0,1,0,1
11310,FALLING ON JUGS,0,1,0,1
11311,SANDRINA,0,1,0,1
11312,GENERALE INVERNO,0,1,0,1
11313,SOLIDA!,0,1,0,1
11314,MOLA MIA,0,1,0,1
11315,VARISNT1,0,1,0,1
11316,YELLOW LEMURS,0,1,0,1
11317,BANANA SPLIT,0,1,0,1
11318,HAND CRACKER,0,1,0,1
11319,DXB DANCING,0,1,0,1
11320,VERTIGO,0,1,0,1
11321,VERTIGO7,0,1,0,1
11322,LELP,0,1,0,1
11323,PROJECT FOR CHRIS VAR.,0,1,0,1
11324,TOTALLY DOABLE,0,1,0,1
11325,EASY R1,0,1,0,1
11326,LL COOL J,0,1,0,1
11327,HANDS OFF,0,1,0,1
11328,PALMARINI 2,0,1,0,1
11329,DEDO BOBI EXT,0,1,0,1
11330,SWITCHING IT UP,0,1,0,1
11331,ST. ANGER,0,1,0,1
11332,PUNCHING BAG,0,1,0,1
11333,MKFUN1,0,1,0,1
11334,EH,25,174,0,9
11335,BREKFUST,0,2,1,2
11336,THE HOBNOB PROJECT,0,1,0,1
11337,ANTI SOCIALIST,0,1,0,1
11338,PROBS 9A,0,1,0,1
11339,WIGGLY ARMS,0,1,0,1
11340,MR MANAGER.,0,1,0,1
11341,PAP SHMEAR,0,1,0,1
11342,THIN TOILET PAPER,0,1,0,1
11343,SWEATER PUPPIES,0,1,0,1
11344,GLORY DAYS,0,1,0,1
11345,UNCOMPLICATED,0,1,0,1
11346,ROUTE READING 1,0,1,0,1
11347,HARD SHIAT,0,1,0,1
11348,ROUTE READING 2,0,1,0,1
11349,NELLES NIGHTMARE,0,1,0,1
11350,SACK OF POTATOES,0,1,0,1
11351,ROUTE READING 3,0,1,0,1
11352,ROUTE READING 4,0,1,0,1
11353,BLOND GODDESS,0,1,0,1
11354,HOONGA (REMAKE),0,1,0,1
11355,LIQUOR BARN,0,1,0,1
11356,FOR ZOE,0,1,0,1
11357,DAY BEFORE,0,1,0,1
11358,SHAKE IT OFF,0,1,0,1
11359,LEAPERS CREEPERS,0,1,0,1
11360,MUNKIE BUSINESS,0,1,0,1
11361,4444,0,1,0,1
11362,DUDE TRY HARDER,0,1,0,1
11363,MOON BOARD V2,0,1,0,1
11364,MONKEY CHUNKY,0,1,0,1
11365,REACH AROUND,0,1,0,1
11366,AN CAP V2 UP RHS DOWN LHS,0,1,0,1
11367,NO MATCH,8,42,0,9
11368,FUR YANN,0,1,0,1
11369,"FAR, FAR AWAY",0,1,0,1
11370,FLIGHT CLUB,0,1,0,1
11371,FLAPPING,0,3,2,3
11372,POLAR BEAR,0,3,1,3
11373,ACROSS THE UNIVERSE,0,1,0,1
11374,ATTIC V-4,0,1,0,1
11375,FF,144,578,0,9
11376,KIWI,0,1,0,1
11377,ZUSCHWERZUFETT,0,1,0,1
11378,KPECTbI,0,2,1,2
11379,PA3MUHKA,0,5,2,5
11380,AOPA3MATbCA,0,1,0,1
11381,SEI,2,36,0,9
11382,3AMUHOUKA,0,1,0,1
11383,NPOEKTUK,0,1,0,1
11384,PA3MUHKA1,0,1,0,1
11385,KEEP YOUR CORE HIGH,0,1,0,1
11386,ACCURACY,0,1,0,1
11387,CRANKY,0,1,0,1
11388,SUIT OF SKIN,0,1,0,1
11389,CUL8ER,0,1,0,1
11390,NOT EVEN DYNO,0,1,0,1
11391,SYNTHETIC,0,1,0,1
11392,SILENT MEDIA,0,1,0,1
11393,LA RAGE,0,1,0,1
11394,STUFF-0004,0,1,0,1
11395,UPRISING,0,1,0,1
11396,STUFF-0005,0,1,0,1
11397,STUFF-0006,0,1,0,1
11398,STUFF-0007,0,1,0,1
11399,EASY GO,2,11,2,9
11400,TOGET-HOT,0,1,0,1
11401,RATATOUILLE,0,1,0,1
11402,HOGERSTYRET,0,1,0,1
11403,CLEM LOVE BAGIANA,0,1,0,1
11404,SWING IT,0,1,0,1
11405,HOTBILL,0,1,0,1
11406,STRATO 8,0,1,0,1
11407,STRATO9,0,1,0,1
11408,KRIS KROSS,0,2,1,2
11409,PINK FLOYD STYLE,0,1,0,1
11410,HOPSKIPJUMP,0,1,0,1
11411,YOU'VE DROPPED YOUR KNEE,0,1,0,1
11412,KIDS CLIMB V3,0,1,0,1
11413,SPENGLER 1,0,1,0,1
11414,CHIARA,0,1,0,1
11415,SHAKE AND BAKE,0,1,0,1
11416,RON SWANSON,0,1,0,1
11417,TUB TUESDAYS,0,1,0,1
11418,BABY STEPS1,0,1,0,1
11419,BABY STEPS2,0,1,0,1
11420,EGO BOOST!,0,1,0,1
11421,WE'LL FIGURE IT OUT,0,1,0,1
11422,UNDER JUNK,0,1,0,1
11423,TOAST,3,17,0,9
11424,GOBLIN CHRISTMAS,0,1,0,1
11425,GOOSETOWN,0,1,0,1
11426,GOOSETOWN2,0,1,0,1
11427,ANOTHER,5,47,0,9
11428,LRLRLRL,0,1,0,1
11429,LEAVE OR FOLLOW,0,1,0,1
11430,REVENGE OF THE MOONCOP,0,1,0,1
11431,DEADLINES,0,1,0,1
11432,GO STRAIGHT OR GO AROUND,0,1,0,1
11433,Te),0,1,0,1
11434,FUN STUFF,0,1,0,1
11435,OH ROCK BEAUTIFUL,0,1,0,1
11436,ROR,9,67,0,9
11437,HABIBI DIREKT,0,1,0,1
11438,CROSSWORD,0,1,0,1
11439,DYNO FIT,0,1,0,1
11440,"RIGHT, LEFT, UR DOWN",0,1,0,1
11441,"SECOND PLACE, 1ST LOU-SER",0,1,0,1
11442,JUDGEMENT RAINS,0,1,0,1
11443,KREUZUNG,0,1,0,1
11444,CHUNDERCUT,0,1,0,1
11445,HYUL 001,0,1,0,1
11446,BROTHER LOUIE,0,1,0,1
11447,SCHWUPS & WEG,0,1,0,1
11448,KITTY MITTENS,0,1,0,1
11449,PROBLEM772828,0,1,0,1
11450,LEXIE 1,0,1,0,1
11451,FFHJ,0,1,0,1
11452,SPOTNIK,0,1,0,1
11453,FOR BEGINNERS - 1,0,1,0,1
11454,FOR BEGINNERS - 2,0,1,0,1
11455,WHAT THE HECK,0,1,0,1
11456,FRESH OFF THE PRESS,0,1,0,1
11457,EKA,1,15,0,9
11458,KAHVAUS,0,1,0,1
11459,HOOKKI,0,1,0,1
11460,TEGA DURA,0,1,0,1
11461,SEEK AND DESTROY,0,1,0,1
11462,EMPERORS NEW GROOVE,0,1,0,1
11463,THE SOUTHERN CROSS,0,1,0,1
11464,THE SOUTHER CROSS (FIXED),0,1,0,1
11465,LIKE,41,165,0,9
11466,ROCKET IN MY POCKET,0,1,0,1
11467,PITA,2,18,0,9
11468,BACK POCKET,0,1,0,1
11469,DRIFT KING,0,1,0,1
11470,PICKLE BOY,0,1,0,1
11471,WATER VAPOR,0,1,0,1
11472,CONDENSATION,0,1,0,1
11473,SPANK,0,9,1,9
11474,HIPS THAT HOP (V3-V4),0,1,0,1
11475,DOUBLE DOWN,0,1,0,1
11476,WOW MAN,0,1,0,1
11477,STICKLER,0,1,0,1
11478,MAGGIE'S PROBLEM,0,1,0,1
11479,FLY BY,0,1,0,1
11480,GOBLIN KING'S WRATH,0,1,0,1
11481,RRG #1,0,1,0,1
11482,IT2,0,1,0,1
11483,IT 2.0,0,3,1,3
11484,SRIRACHA,0,1,0,1
11485,VAN RUN,0,1,0,1
11486,ZERO'S ROD,0,1,0,1
11487,CASHED,0,1,0,1
11488,RICHARD SPHERES,0,1,0,1
11489,ICE ON MY WRIST,0,1,0,1
11490,"ZAMM, BEEF",0,1,0,1
11491,SAFETY BUFFALO,0,1,0,1
11492,HONEY ROASTED PEANUT,0,1,0,1
11493,NO SICK FINGER,0,1,0,1
11494,CANDY CANE LANE,0,1,0,1
11495,DOUBLE BUBLE,0,1,0,1
11496,BURGER RING,0,1,0,1
11497,Bx,0,1,0,1
11498,YONGJUN1,0,1,0,1
11499,SWEETMAMA,0,1,0,1
11500,TRACY'S FIRST GOOD CLIMB,0,1,0,1
11501,SUICIDE,0,1,0,1
11502,L ARROTINO,0,1,0,1
11503,COLUMNA VERTEBRALIS,0,1,0,1
11504,BROSZKA BEATY,0,1,0,1
11505,NATHAN,3,14,0,9
11506,TRAVERSE TRAINING,0,1,0,1
11507,SALUHALLEN 20,0,1,0,1
11508,SQUAT,1,10,1,9
11509,STUFF-0008,0,1,0,1
11510,STUFF-0009,0,1,0,1
11511,NO MONEY MORE PROBLEMS,0,1,0,1
11512,STUFF-0010,0,1,0,1
11513,GETTING MILK,0,1,0,1
11514,STUFF-0011,0,1,0,1
11515,STUFF-0012,0,1,0,1
11516,STUFF-0013,0,1,0,1
11517,BARE METAL TEEN,0,1,0,1
11518,THE INSANE ARE SLAIN,0,1,0,1
11519,THE ROVING VAGRANT,0,1,0,1
11520,STUFF-0014,0,1,0,1
11521,GOLDLOCKE,0,1,0,1
11522,EASYAS,0,1,0,1
11523,EASIERAS,0,1,0,1
11524,JIGGITY,0,1,0,1
11525,FULL OF LIFE,0,1,0,1
11526,LALALA,0,7,1,7
11527,LOLO,0,9,1,9
11528,ROBOCALL,0,1,0,1
11529,GRAVITY1,0,1,0,1
11530,GRAVITY2,0,1,0,1
11531,GRAVITY3,0,1,0,1
11532,GRAVITY4,0,1,0,1
11533,GOLDEN AGE,0,1,0,1
11534,MISSION IMPOSSIBLE DINO,0,1,0,1
11535,TUSTIN HOYNIN,0,1,0,1
11536,BLOODING.,0,1,0,1
11537,POCKET POCKET OH NO,0,1,0,1
11538,PUNTERS ANONYMOUS,0,1,0,1
11539,LILIUM,0,1,0,1
11540,DEAR RUPI,0,1,0,1
11541,SATAN’S BELT,0,1,0,1
11542,SMILES,0,6,2,6
11543,LIL PUMP APPROVVED,0,1,0,1
11544,HI THERE!,0,1,0,1
11545,SASOL SAID 7A+,0,1,0,1
11546,FOR RANG & &,0,1,0,1
11547,FOR SOL& &,0,1,0,1
11548,FOR DONG & &,0,1,0,1
11549,JENNY'S FIRST ATTEMPT,0,1,0,1
11550,PINKYS DREAM,0,1,0,1
11551,THE ROVING VARIANT,0,1,0,1
11552,SVM,0,1,0,1
11553,FOR BEGINNERS - 3,0,1,0,1
11554,GAY SANTA CLAUS,0,1,0,1
11555,RIGHT START C7,0,1,0,1
11556,NICO TRAINING10,0,1,0,1
11557,HOUSE OF LEAVES,0,1,0,1
11558,HOPEFULLY NOT SOFT,0,1,0,1
11559,BLACK SOCKS,0,1,0,1
11560,MIA‘S FIRST,0,1,0,1
11561,PANDAJONI,0,1,0,1
11562,ACTION BOULDER,0,1,0,1
11563,PROBABLY IS CRAP,0,1,0,1
11564,HELLOWORLD,0,1,0,1
11565,BRB,0,1,0,1
11566,KUUL CLUBS CAN'T CUT,0,1,0,1
11567,SIDE TO SWING,0,1,0,1
11568,DRIFTER 1,0,1,0,1
11569,MONOBOOM,0,1,0,1
11570,CHRISTMAS TREE,0,1,0,1
11571,FRUIT PUNCH,0,1,0,1
11572,FIGMO,0,1,0,1
11573,SHORT STUFF,0,1,0,1
11574,APLUS,0,1,0,1
11575,MY FAVORITE HOLD,0,1,0,1
11576,JAKE,9,22,0,9
11577,THE MAN-TALL HOP,0,1,0,1
11578,PAPPARONAS,0,1,0,1
11579,HOPPY HOP,0,1,0,1
11580,LEONG BOYS,0,1,0,1
11581,MAKALU,0,1,0,1
11582,WARMUP 4Y3,0,1,0,1
11583,THREEPETE,0,1,0,1
11584,SATURDAYS R FOR THE BOYS,0,1,0,1
11585,BEWARE THE JUMP,0,1,0,1
11586,BEWARE THE JUMP P2,0,1,0,1
11587,DROPTHEKNEE,0,1,0,1
11588,TOERT,0,1,0,1
11589,BALLY,0,1,0,1
11590,DARLING,0,1,0,1
11591,6A EXAMPLE 1,0,1,0,1
11592,TOLKS,0,1,0,1
11593,EXTRA EASY 4-5ISH?,0,1,0,1
11594,HORIZON,0,1,0,1
11595,NYARLATHOTEP,0,1,0,1
11596,THE DEEP GOD,0,1,0,1
11597,PLACEHOLDER,0,1,0,1
11598,THE FIRST VARIATION,0,1,0,1
11599,COMPENSATION CONVERSATION,0,1,0,1
11600,ARCTIC DEER,0,1,0,1
11601,HOLISTIC FANTASY,0,1,0,1
11602,SKIP THE DRAMA,0,1,0,1
11603,HUB- JAMOR,0,1,0,1
11604,PICKLE POCKETS,0,1,0,1
11605,GLEN SUX DIX V2,0,1,0,1
11606,RAUNCHY PUN,0,1,0,1
11607,R.B.S,0,1,0,1
11608,R.B.D,0,1,0,1
11609,R.B.I,0,1,0,1
11610,RICKY BOBBY,0,1,0,1
11611,NO STRAIN NO GAIN,0,1,0,1
11612,SHIRTS OPTIONAL,0,1,0,1
11613,MUNKIE BUSINESS 7,0,1,0,1
11614,MUNKIE BUSINESS 6,0,1,0,1
11615,BOBS REVENGE,0,1,0,1
11616,CHS,2,14,0,9
11617,LIBERTY 1,0,1,0,1
11618,CROSS A RIVER,0,1,0,1
11619,INCOGNITO,0,1,0,1
11620,SECRET,9,24,0,9
11621,LINKKU,0,1,0,1
11622,SUORA,0,1,0,1
11623,THE TRUTH,0,1,0,1
11624,MONKEY,24,85,0,9
11625,LATTE,3,20,0,9
11626,EEASY WARMUP,0,1,0,1
11627,RIGHT HIGH,0,1,0,1
11628,GSUS,0,1,0,1
11629,E FOR ELASTIC.,0,1,0,1
11630,CHRIS CROSS APPLESAUCE,0,1,0,1
11631,MOST OF THE TIME,0,1,0,1
